timestamp_s,found_lat,found_lon,x_m,y_m,heading_deg,speed_mps,neff
36051.000000,43.492447,42.514059,1769.84,-1215.96,127.03,39.95,2998
36051.200000,43.492429,42.514155,1777.55,-1217.97,127.01,39.93,2994
36051.400000,43.492400,42.514256,1785.70,-1221.15,126.84,40.04,2995
36051.600000,43.492332,42.514311,1790.14,-1228.73,126.81,40.01,2992
36051.800000,43.492291,42.514390,1796.60,-1233.33,126.75,39.97,2993
36052.000000,43.492275,42.514494,1804.92,-1235.07,126.79,39.94,2996
36052.200000,43.492215,42.514562,1810.41,-1241.78,126.51,40.11,2976
36052.400000,43.492215,42.514677,1819.72,-1241.81,126.79,39.94,2992
36052.600000,43.492120,42.514708,1822.22,-1252.37,126.56,40.02,2983
36052.800000,43.492078,42.514781,1828.14,-1257.08,126.85,39.84,2987
36053.000000,43.492058,42.514879,1836.04,-1259.26,126.95,39.78,2979
36053.200000,43.491994,42.514947,1841.51,-1266.43,126.13,40.06,2963
36053.400000,43.491954,42.515021,1847.50,-1270.86,126.72,39.85,2975
36053.600000,43.491857,42.515050,1849.86,-1281.62,126.43,39.95,2970
36053.800000,43.491795,42.515109,1854.62,-1288.48,126.46,39.93,2963
36054.000000,43.491827,42.515264,1867.10,-1284.96,126.32,40.02,2951
36054.200000,43.491779,42.515322,1871.84,-1290.30,126.81,39.69,2926
36054.400000,43.491772,42.515442,1881.49,-1291.05,126.53,39.84,2922
36054.600000,43.491689,42.515496,1885.85,-1300.34,126.12,40.11,2895
36054.800000,43.491656,42.515563,1891.29,-1304.04,126.23,39.80,2870
36055.000000,43.491693,42.515713,1903.41,-1299.86,126.22,39.67,2839
36055.200000,43.491515,42.515684,1901.04,-1319.69,125.88,40.11,2791
36055.400000,43.491521,42.515804,1910.72,-1319.00,125.81,39.97,2761
36055.600000,43.491495,42.515892,1917.87,-1321.88,125.69,39.88,2723
36055.800000,43.491503,42.516025,1928.57,-1321.06,125.57,39.99,2672
36056.000000,43.491417,42.516068,1932.05,-1330.60,125.49,40.07,2616
36056.200000,43.491380,42.516167,1940.01,-1334.73,125.31,40.33,2544
36056.400000,43.491386,42.516288,1949.78,-1334.02,125.31,40.23,2511
36056.600000,43.491257,42.516297,1950.56,-1348.40,125.17,40.48,2436
36056.800000,43.491233,42.516368,1956.27,-1351.14,125.22,39.97,2432
36057.000000,43.491211,42.516489,1966.01,-1353.53,125.05,40.42,2357
36057.200000,43.491158,42.516534,1969.66,-1359.39,125.16,39.96,2341
36057.400000,43.491098,42.516603,1975.23,-1366.10,125.09,40.13,2296
36057.600000,43.491069,42.516668,1980.49,-1369.38,125.26,39.68,2254
36057.800000,43.491007,42.516720,1984.69,-1376.28,125.24,39.65,2217
36058.000000,43.490972,42.516823,1993.02,-1380.12,125.07,40.01,2188
36058.200000,43.490972,42.516922,2000.97,-1380.10,125.10,39.67,2138
36058.400000,43.490917,42.516978,2005.56,-1386.26,125.09,39.59,2097
36058.600000,43.490952,42.517110,2016.19,-1382.37,125.15,39.25,2042
36058.800000,43.490857,42.517105,2015.79,-1392.95,125.33,38.90,1971
36059.000000,43.490830,42.517214,2024.61,-1395.92,125.32,39.21,1967
36059.200000,43.490749,42.517243,2026.94,-1404.92,125.23,39.10,1923
36059.400000,43.490822,42.517426,2041.69,-1396.79,125.20,39.04,1884
36059.600000,43.490713,42.517411,2040.48,-1409.02,125.24,38.73,1823
36059.800000,43.490693,42.517500,2047.71,-1411.17,125.24,38.63,1782
36060.000000,43.490571,42.517473,2045.52,-1424.79,125.33,38.35,1721
36060.200000,43.490612,42.517630,2058.16,-1420.21,125.36,38.45,1690
36060.400000,43.490519,42.517654,2060.10,-1430.52,125.32,38.46,1655
36060.600000,43.490481,42.517710,2064.59,-1434.82,125.36,38.18,1601
36060.800000,43.490514,42.517855,2076.32,-1431.16,125.41,38.15,1566
36061.000000,43.490447,42.517901,2080.08,-1438.58,125.31,38.13,1531
36061.200000,43.490421,42.517981,2086.54,-1441.52,125.15,38.05,2999
36061.400000,43.490377,42.518061,2092.97,-1446.37,124.95,38.18,2987
36061.600000,43.490328,42.518122,2097.89,-1451.89,125.08,38.07,2979
36061.800000,43.490302,42.518199,2104.12,-1454.78,125.26,37.92,2955
36062.000000,43.490232,42.518238,2107.28,-1462.52,124.99,37.93,2933
36062.200000,43.490189,42.518300,2112.30,-1467.36,125.25,37.79,2893
36062.400000,43.490178,42.518404,2120.66,-1468.54,124.27,37.99,2858
36062.600000,43.490133,42.518473,2126.22,-1473.54,124.71,37.90,2822
36062.800000,43.490126,42.518571,2134.18,-1474.30,125.23,37.71,2758
36063.000000,43.490084,42.518630,2138.92,-1478.96,125.18,37.59,2707
36063.200000,43.489954,42.518604,2136.83,-1493.42,125.98,37.35,2584
36063.400000,43.490047,42.518793,2152.05,-1483.07,123.66,37.61,2605
36063.600000,43.489917,42.518771,2150.26,-1497.59,124.28,37.34,2549
36063.800000,43.490225,42.518978,2167.05,-1463.29,118.88,36.14,1696
36064.000000,43.490259,42.519103,2177.12,-1459.55,118.52,36.09,1630
36064.200000,43.490180,42.519122,2178.66,-1468.35,117.64,36.16,1546
36064.400000,43.490047,42.519090,2176.04,-1483.17,119.31,35.47,2831
36064.600000,43.490179,42.519301,2193.09,-1468.39,118.10,35.64,2961
36064.800000,43.490091,42.519307,2193.61,-1478.22,118.80,35.28,2808
36065.000000,43.490061,42.519366,2198.36,-1481.52,118.73,35.14,2729
36065.200000,43.490041,42.519433,2203.73,-1483.80,118.04,35.21,2723
36065.400000,43.490026,42.519513,2210.17,-1485.44,118.56,34.84,2558
36065.600000,43.490003,42.519575,2215.21,-1488.05,117.61,34.97,2545
36065.800000,43.490015,42.519679,2223.60,-1486.72,117.41,34.83,2451
36066.000000,43.489994,42.519750,2229.35,-1489.04,117.13,34.76,2362
36066.200000,43.490039,42.519885,2240.28,-1484.02,116.92,34.59,2265
36066.400000,43.489951,42.519890,2240.67,-1493.86,116.51,34.61,2177
36066.600000,43.489913,42.519943,2244.90,-1498.07,116.34,34.49,2090
36066.800000,43.490013,42.520142,2261.00,-1486.95,115.64,34.78,1984
36067.000000,43.489974,42.520166,2262.93,-1491.22,116.08,33.95,1908
36067.200000,43.489926,42.520201,2265.77,-1496.64,115.97,33.75,1814
36067.400000,43.489864,42.520233,2268.36,-1503.53,115.46,33.89,1758
36067.600000,43.489784,42.520222,2267.43,-1512.40,115.73,33.36,1645
